R4971	R4971	1	1.4e-05	0.765078	0.234898
R4973	R4973	1	1e-05	0.685993	0.00759
R4977	R4977	1	1e-05	0.722164	0.025072
R4978	R4978	1	0.013111	0.403132	0.160776
R4983	R4983	1	1e-05	0.612503	0.064421
R4987	R4987	1	0.292052	1e-05	0.463299
R4996	R4996	1	0.233408	0.035557	0.357929
R4999	R4999	1	0.216018	1e-05	0.470908
R5000	R5000	1	0.141579	1e-05	0.422293
R5002	R5002	1	0.296231	1e-05	0.44981
R5003	R5003	1	0.210926	1e-05	0.378261
R5005	R5005	1	0.210859	1e-05	0.600427
R5006	R5006	1	0.267649	1e-05	0.382635
R5008	R5008	1	0.156617	1e-05	0.529589
R5009	R5009	1	0.214	1e-05	0.430057
R5012	R5012	1	0.265458	1e-05	0.25484
R5014	R5014	1	0.309795	1e-05	0.44751
R5015	R5015	1	0.395964	1e-05	0.604016
R5017	R5017	1	0.111024	1e-05	0.029195
R5018	R5018	1	0.39168	0.035202	0.353037
R5019	R5019	1	0.390709	1e-05	0.468692
R5022	R5022	1	0.318235	0.008326	0.470616
R5025	R5025	1	0.405058	0.05574	0.317449
R5027	R5027	1	0.176965	1e-05	0.474141
R5029	R5029	1	0.041701	0.001375	0.166649
R5030	R5030	1	0.678188	0.051192	0.27061
R5032	R5032	1	0.939738	1e-05	0.060242
R5033	R5033	1	0.99997	1e-05	1e-05
R5036	R5036	1	0.628434	1e-05	0.371546
R5038	R5038	1	0.612514	0.039247	0.348229
R5039	R5039	1	0.897614	1e-05	1e-05
R5040	R5040	1	0.799662	1e-05	1e-05
R5041	R5041	1	0.965993	1e-05	1e-05
R5042	R5042	1	0.668972	1e-05	1e-05
R5043	R5043	1	0.96583	1e-05	1e-05
R5044	R5044	1	0.999967	1.1e-05	1.2e-05
R5045	R5045	1	0.21922	0.105668	0.495321
R5047	R5047	1	0.441428	1e-05	0.558552
R5048	R5048	1	0.048038	0.041401	0.910551
R5049	R5049	1	0.3735	0.051742	0.574748
R5051	R5051	1	0.569717	1e-05	0.421125
R5057	R5057	1	0.55434	1e-05	0.304254
R5058	R5058	1	0.599759	0.057759	0.342471
R5059	R5059	1	0.766154	0.049695	0.18414
R5064	R5064	1	0.99997	1e-05	1e-05
R5067	R5067	1	0.830766	1e-05	0.169214
R5073	R5073	1	0.99997	1e-05	1e-05
R5087	R5087	1	0.721543	0.011292	0.187035
R5088	R5088	1	0.608193	0.014741	0.310811
R5091	R5091	1	0.793396	1e-05	0.126815
R5094	R5094	1	0.668722	1e-05	0.294453
R5103	R5103	1	0.610074	0.02571	0.364206
R5110	R5110	1	0.643547	0.106633	0.24981
R5111	R5111	1	1.1e-05	0.512523	0.487456
R5112	R5112	1	0.804266	1e-05	0.195714
R5120	R5120	1	1e-05	1e-05	0.99997
R5124	R5124	1	0.38664	0.054914	0.402633
R5128	R5128	1	0.739202	0.077752	0.183036
R5129	R5129	1	0.830714	0.06687	0.073946
R5130	R5130	1	0.541965	0.075797	0.382228
R5131	R5131	1	0.635093	0.090939	0.273958
R5132	R5132	1	0.834185	0.001927	0.112189
R5137	R5137	1	0.004874	0.845908	0.110707
R5138	R5138	1	0.378576	0.049781	0.571633
R5142	R5142	1	0.793063	0.09565	0.111276
R5145	R5145	1	0.831944	0.062716	0.105331
R5148	R5148	1	0.642177	0.135403	0.22241
R5149	R5149	1	0.99997	1e-05	1e-05
R5152	R5152	1	0.708296	0.08755	0.204144
R5153	R5153	1	0.587528	0.146375	0.240602
R5155	R5155	1	0.569526	1e-05	0.368083
R5156	R5156	1	0.646811	0.057886	0.177248
R5158	R5158	1	0.807575	0.050175	0.142241
R5159	R5159	1	0.845733	0.024018	0.130239
R5161	R5161	1	0.858773	1e-05	0.141207
